N,P,K,temperature,humidity,ph,rainfall,crop,yield,fertilizer
74.06453023,53.86017706,25.44308498,18.79296526,60.57773211,5.687202576,60.24820895,maize,40.93158634,MOP
0,44.72077116,34.40499317,31.83194411,49.68223813,5.984764818,70.29231846,mango,24.62834838,Urea
59.35607953,64.07496808,40.46219211,37.8513505,100,6.576423729,214.4924809,papaya,78.27621741,MOP
26.27891441,59.11127942,28.68831309,26.9902142,70.49208662,6.37175058,62.71179265,lentil,41.7740583,Urea
106.733635,64.13392703,54.06076001,29.13100844,81.26508884,5.58198585,61.74228057,banana,68.28524299,MOP
65.04234895,55.86169721,19.4829492,22.11484283,51.73959387,5.600522913,73.32439418,maize,51.06872483,MOP
96.10485565,35.69601212,20.88688228,23.68857863,62.50202724,5.629076579,61.1794845,maize,46.12695064,MOP
12.38408648,140,140,42.13786292,75.159396,6.993502249,86.71960666,grapes,85.9715223,Urea
0,14.01222473,10.02665167,12.06978595,87.59445066,6.798350886,113.7920157,orange,35.66197608,Urea
10.95725412,31.84557867,32.37552071,21.12586528,91.27735773,6.375138197,124.9143159,pomegranate,41.15836926,Urea
21.19704173,35.53130105,24.23761717,27.81689458,88.37745317,7.24678681,40.97458486,mungbean,36.08414098,Urea
16.27693572,6.490538488,6.739940422,14.92335697,85.14120845,6.53333927,94.0606632,orange,31.77805276,Urea
22.50594134,64.51477336,19.84047788,28.46764848,86.16760128,6.336775933,29.30950066,mungbean,36.96301293,Urea
125.9045585,0,57.88597232,28.39730796,93.41180148,5.940975825,50.087899,muskmelon,47.56978368,SSP
103.3889533,19.08406463,17.93675603,27.84002188,49.97547385,7.08006926,214.2709419,coffee,60.92908759,SSP
64.64826699,46.67202923,18.11133011,21.02380801,61.4141191,6.750339943,43.41865303,maize,36.75180296,MOP
28.7940222,72.30846772,27.94541261,30.36670116,67.44448334,6.65245385,47.39359438,blackgram,38.14280955,Urea
131.6555968,64.48063621,18.66547991,23.68879852,82.05653707,6.783615529,121.3300596,cotton,59.84343743,MOP
26.03340179,68.03979828,11.88720044,26.37855245,75.42890333,6.589282752,20,lentil,43.23471587,Urea
12.75217842,21.64347855,9.050570354,23.05060494,100,6.653755392,90.52617796,orange,34.85060325,Urea
20.28218025,72.0674169,83.97433248,19.78337522,20,6.88120892,92.57100956,chickpea,48.71210675,Urea
3.290558901,35.12757111,29.81719645,34.45543125,63.70869249,6.098922369,123.2053632,mango,34.3414154,Urea
0,64.05219028,22.27763301,23.62042545,61.1875736,6.653477721,20,lentil,22.39439709,Urea
24.68819588,25.61846912,22.99466387,27.54638351,52.02386527,5.468905206,120.1897035,mango,38.49121242,Urea
66.90849992,36.663792,34.70514357,21.72102108,88.91237426,5.277182993,226.8685351,rice,71.13897443,Lime
7.135747726,132.3271766,140,24.77378251,86.40688169,6.740839222,67.2933195,grapes,74.1482063,Urea
19.06892594,71.79191216,21.12877077,28.39296071,64.45623572,7.576634621,69.48185956,lentil,35.87950125,Urea
35.57950483,29.20200747,32.42430604,22.99040097,49.42985842,4.892884615,88.4808642,mango,46.21162449,Urea
27.30407655,2.626028759,29.73408941,29.51346172,98.69931018,5.955479059,114.8460312,coconut,52.96153445,Urea
6.068257323,126.9863686,140,28.87275026,79.73960424,5.481628909,61.49095875,grapes,71.83959787,Urea
19.34946278,12.43242502,33.63779956,28.99068348,86.59318793,6.080116289,199.0497602,coconut,46.45258847,Urea
18.04988534,27.29481101,45.28762157,20.23512117,89.79474698,5.521531528,118.2834286,pomegranate,41.7659829,Urea
15.00972926,140,140,22.57919722,93.54474821,6.127563249,128.5995731,apple,81.89920465,Urea
9.873369865,50.25780606,16.5603535,18.63287137,20.71642502,5.345686513,145.1554286,kidneybeans,31.95325642,Urea
31.23407347,2.177519716,36.23722257,30.52314713,99.12567488,6.2678621,220.2624327,coconut,44.1265487,Urea
7.842415348,138.3425238,140,22.99204527,97.58246014,5.594926845,135.0517423,apple,86.15820566,Urea
32.53639737,65.82064299,80.31103527,19.38735598,20.34484025,6.456964797,88.40845898,chickpea,41.34262848,Urea
40.96021501,128.5661523,140,37.17639988,82.07762651,4.876096416,69.4713427,grapes,83.63208286,Urea
0,26.84506526,5.519583311,18.95366745,95.87714087,7.99864336,118.9362443,orange,29.11716573,Urea
17.37121285,40.68094862,16.75064888,27.42150197,84.05382882,6.659944717,37.79590501,mungbean,32.01836512,Urea
61.72778265,58.46118493,39.87901244,27.18544018,86.77641107,7.859003859,251.9889551,rice,80.30787318,Gypsum
36.5433189,78.07420159,14.75362889,33.85911152,27.71596559,5.550582631,212.2450528,pigeonpeas,56.77486866,Urea
51.32419021,76.50939719,91.01253818,20.59696653,20,6.603713425,93.68795684,chickpea,45.16934888,Urea
33.0479943,63.53993722,9.928857666,22.56464614,64.07118319,7.393970791,41.68236307,lentil,38.41119043,Urea
74.51099585,37.75389527,25.3178418,24.01500114,60.53214117,6.715278978,82.93783983,maize,49.22790459,MOP
59.24492822,69.59725965,16.79094425,32.50307425,64.11784748,7.565749814,48.60091708,blackgram,45.41319519,MOP
41.0757867,56.24629278,16.32433813,36.40217325,66.71218239,6.725439465,55.96121415,blackgram,41.64564928,Urea
11.59679188,63.16847716,16.26894001,16.99991362,20,5.609452923,117.5343802,kidneybeans,40.93458142,Urea
40.33401085,15.24099428,24.43185215,25.09307963,40.72481706,4.707628912,107.710476,mango,32.47329999,Urea
47.46974976,46.32392269,25.39841395,26.58054888,48.50027323,5.943321359,91.38009005,mango,40.34398634,Urea
26.27606663,80.94940406,26.29924657,28.70323021,67.70092203,5.976490428,43.11587455,lentil,42.31315552,Urea
15.82301988,69.79941967,25.68486161,36.86592689,44.97353833,5.71585225,137.913708,pigeonpeas,41.96632971,Urea
3.850010034,68.38520754,14.04415221,29.20161498,48.98943457,8.809470375,20,mothbeans,27.27612518,Urea
0,22.22975557,36.19503,24.9409311,89.29744292,5.605628311,197.7235176,coconut,53.1187344,Urea
17.39209245,6.196151437,34.02449625,25.09908802,77.0329225,6.729809632,68.24948018,pomegranate,41.96766333,Urea
22.84533133,31.77282272,12.73799097,15.5279456,90.0623737,6.20997538,107.3193274,orange,35.94937353,Urea
32.09963681,48.19094381,12.86343297,25.20903662,57.23331992,9.108771126,21.83796726,mothbeans,31.90555029,Urea
85.82555962,83.87815044,41.4785942,28.68145714,86.28291381,5.407136799,99.61437565,banana,75.05765416,Lime
34.44468368,78.26167482,81.61195384,18.47867161,20,7.856372438,84.10781619,chickpea,47.8446308,Urea
16.44067104,26.61114526,34.05066207,32.16400291,87.00761867,5.805108483,179.3196263,coconut,51.31850148,Urea
125.5220042,16.00331357,48.68925876,27.3343622,88.46012402,6.53293557,20,muskmelon,46.97538663,SSP
24.56258706,49.18799033,15.97510826,30.80406217,66.34856139,7.594877707,52.54621927,blackgram,31.64958039,Urea
27.45142295,74.69498262,16.75898624,19.3741987,28.43157665,5.775696143,97.01874927,kidneybeans,41.06128887,Urea
43.63082007,63.68962339,40.41969761,29.98100936,91.0825077,6.450263074,161.5069014,papaya,55.83477099,Urea
113.5617054,27.4904031,49.24075426,27.47765563,85.28930346,5.901183091,52.72881747,muskmelon,55.88951178,Potassium Nitrate
41.90582457,74.16668894,17.66009969,31.35573573,67.75292785,7.500103622,102.8750918,blackgram,50.89678105,Urea
42.0517825,132.0784453,140,39.03820172,78.67063753,5.788650386,90.93824911,grapes,79.30199057,Urea
6.125233449,24.94503986,32.25725437,32.94346971,51.67362591,6.119129877,101.5640993,mango,41.0232303,Urea
80.26364019,23.86144264,28.47231453,24.82475265,63.88866754,6.544890558,149.2759284,coffee,51.06684629,SSP
106.8070376,24.83866911,48.4713028,23.3422295,86.38692096,6.657902783,40.23205928,watermelon,52.59270842,SSP
80.5487858,61.41249684,9.613026717,25.6310561,72.39759637,7.068809931,73.98687103,maize,42.63290374,MOP
64.01949433,72.81010813,24.42120901,27.74363317,59.51713125,7.592319846,53.54632613,blackgram,42.36124869,MOP
117.4034921,11.28366652,45.60530403,28.79940854,89.89947548,6.236785457,20,watermelon,56.86835429,SSP
76.07816661,38.72689546,29.45845448,19.64289672,85.953346,6.05596404,204.6020787,rice,75.05991507,Lime
31.09411332,79.11292573,78.76090461,18.5653224,22.80111161,7.05963178,62.25139534,chickpea,45.5891507,Urea
27.37460757,19.59533719,24.42441088,23.75920999,87.68175266,6.283501913,119.4266555,pomegranate,42.23862431,Urea
91.80819466,10.78742307,55.81170036,26.07895052,87.91495741,6.405557567,29.4742294,watermelon,45.42839736,SSP
23.81409178,56.64654171,16.71024281,30.900296,69.96569213,7.715382071,50.51833825,blackgram,39.09366594,Urea
16.75974522,140,140,32.44735286,76.78555341,5.783794415,117.452089,grapes,64.24598239,Urea
109.2759584,32.13579145,28.2424307,28.88464195,72.90638603,6.706846287,208.7033195,coffee,69.47910536,SSP
39.62775617,79.97982241,17.82795077,36.44820729,37.40267961,5.758837918,205.1964716,pigeonpeas,56.87807121,Urea
111.2601738,39.37073935,27.47379955,27.2807938,78.79418866,6.867667611,22.67930562,cotton,52.29190796,MOP
32.12147767,63.40455079,93.1653764,19.7566323,20,8.449146394,89.40371166,chickpea,45.43229644,Urea
16.20260107,59.29467561,83.88067503,18.19370417,20,6.203226529,57.7551808,chickpea,44.80374003,Urea
0,15.66072259,41.38089017,26.14938978,98.96380617,6.81191854,75.11948912,pomegranate,30.17131699,Urea
1.008281925,43.05233955,33.67094942,24.03259381,59.59255281,7.590746145,60.28826352,mothbeans,32.23366699,Urea
78.77721343,28.97624788,32.43683863,24.67151005,45.14985125,6.909435916,186.258422,coffee,55.25386379,Rock Phosphate
105.8508383,13.83302372,34.76825391,25.98880863,51.05964284,6.706983338,117.5170212,coffee,59.253165,SSP
76.99094166,44.79568408,40.02212731,26.51139047,80.92915512,7.040638864,230.7540475,rice,68.01182299,DAP
86.40383187,35.38706991,23.24542042,28.00052402,61.33269317,6.351767128,147.7637565,coffee,62.2796483,MOP
24.00733575,134.7128147,140,17.42565636,93.5083806,6.386959948,58.03468688,grapes,66.71044686,Urea
23.6688562,17.19095568,26.02136298,29.71029892,52.39322322,6.495694383,114.5524119,mango,33.14268512,Urea
135.0558051,39.82713388,13.49279817,23.53710999,80.66849531,6.979731769,45.80169687,cotton,55.16943891,MOP
46.80629192,80.81562261,29.9120733,33.88798178,67.09454944,7.52530686,79.18785241,blackgram,42.68895745,Urea
28.35786781,140,140,22.2069306,83.64682665,5.985975517,101.5095679,apple,79.50932404,Urea
44.4121127,34.01123369,18.31750615,29.22392203,57.8401511,9.08755309,20,mothbeans,35.44611193,Urea
121.8185249,12.95182996,49.96159834,26.05867993,83.09622259,5.761107517,20,watermelon,57.37083665,SSP
0,29.89819838,30.01911493,25.06659396,97.71090074,5.613624358,223.8618858,coconut,53.92495136,Urea
26.44217602,34.30737003,3.475162102,20.61021806,95.41181902,6.536492958,118.5218263,orange,37.98397039,Urea
16.43699603,61.26850568,22.41489833,15.10197387,24.09150356,5.421516364,143.8100613,kidneybeans,47.54674211,Urea
0,24.42586896,27.87511383,23.89124589,100,6.143928228,199.246516,coconut,58.74418942,Urea
7.776039864,74.4789278,26.43242604,27.10771749,56.5944179,4.666668181,92.05881461,pigeonpeas,36.11035304,Urea
84.92546786,50.55936931,23.18563949,18.20926332,76.41404304,5.954916607,108.2249096,maize,53.68853445,MOP
89.62155997,54.4940334,39.56013758,20.62692831,89.46861343,6.561127415,242.6570319,rice,75.65954076,DAP
101.44013,18.75209489,40.30397264,29.12272365,81.65552547,6.184230135,82.28195966,watermelon,47.07655876,SSP
17.00917268,46.67998643,27.50666369,30.0318025,52.26260957,4.58504151,53.74945337,mango,41.64318641,Urea
90.77172576,105.1468324,57.84368898,28.16284331,74.18058974,5.46337531,89.35737928,banana,66.49724086,Lime
43.77851931,49.00858893,18.94958024,30.91791676,47.40252562,6.499438916,45.56920578,mothbeans,39.00563616,Urea
70.41101028,62.91192538,36.95872909,22.4306743,93.35716842,5.698112623,253.9995255,rice,75.25857596,Lime
62.46805718,31.10983001,21.14127102,23.79238563,57.82381654,5.274903977,60.22830725,maize,35.56320744,MOP
21.54116581,72.07872258,17.13374027,29.60882596,54.53230562,6.19776996,71.53955486,blackgram,35.66127165,Urea
38.95317051,31.7788037,30.01699919,26.99875195,92.9350763,5.860275606,173.1445202,coconut,51.38025883,Urea
33.89003315,63.26213789,17.44563663,32.65465772,65.24261548,6.364750065,86.2585974,blackgram,36.58835965,Urea
99.76905939,20.58039036,29.24423699,28.10100301,51.06366693,6.996764175,228.8285445,coffee,60.25162963,SSP
78.80215402,82.96925796,51.73890795,27.92581908,84.43066546,5.940249988,135.2437078,banana,59.9928262,Lime
93.67183001,45.48057536,11.20449967,27.54432498,77.38800177,6.111775127,95.66451305,maize,52.45796832,MOP
17.68895583,24.38676477,4.692943732,22.58077021,95.31028759,7.538541633,121.9524761,orange,36.99974019,Urea
88.00765552,42.97511483,15.66519457,28.04454446,60.43688375,6.175359067,84.46012989,maize,51.03622201,MOP
51.98389092,140,140,22.82787559,80.756165,6.252531989,113.712684,grapes,77.36054429,Urea
82.75251861,33.00543444,33.0585491,21.98253809,79.89673273,5.67294288,157.1568279,jute,58.9652492,MOP
41.78165389,57.03585007,73.17762908,19.52157687,20,8.506505387,58.05096184,chickpea,52.13900796,Urea
90.96483316,49.82585721,20.46888738,18.79125108,77.17123614,6.428414468,77.76101173,maize,50.68216344,MOP
98.36920278,82.65077504,58.1249319,33.50352849,79.81252252,6.303682135,141.3752785,banana,67.03539553,MOP
75.28579313,41.5664263,27.35545763,23.19396586,74.99404733,6.79188516,176.9069567,jute,68.63070534,MOP
96.38503229,58.48908433,39.56983632,24.43792176,79.22353421,7.481014755,182.1353335,rice,66.48845803,DAP
11.9924487,74.48194212,27.33216792,27.97690554,49.31956784,6.938393539,190.2771958,pigeonpeas,54.18420097,Urea
53.78921141,80.9026952,29.08887563,31.22781851,61.66223537,6.987418745,55.39558022,blackgram,47.36662128,MOP
66.20922338,39.17387167,22.56402438,25.78509272,68.75165404,6.105259717,97.43895992,maize,45.79791181,MOP
80.20024124,56.09700302,14.59787702,21.40142321,54.81894573,6.70266503,93.48481484,maize,53.26843517,MOP
25.38631239,130.5936903,140,21.36288227,89.42184638,5.894920588,78.53920744,apple,77.82632684,Urea
5.951096279,43.34957164,42.79002836,20.84971135,86.42565268,6.087967041,116.5624656,pomegranate,39.37944507,Urea
46.94986976,57.88863269,51.32846704,32.04570343,93.08564663,6.587567386,237.8110495,papaya,79.7052091,Urea
0.631465781,126.0221751,140,25.58655069,77.54074354,5.457308523,73.92800208,grapes,70.52293273,Urea
11.02034573,40.92147929,26.72834022,28.47202244,75.40916384,7.110172415,51.03389733,mungbean,32.27606363,Urea
25.12733267,66.54948478,21.440399,22.336402,20,5.37828556,88.12468541,kidneybeans,37.85758623,Urea
113.1726734,7.934334199,38.77136957,27.02897742,91.72721465,6.667716772,30.004625,muskmelon,39.5473887,SSP
33.5347367,69.92338567,20.71152637,17.65947659,20,5.255830804,166.0213966,kidneybeans,40.26455463,Urea
106.7637176,5.429152549,46.89368031,30.90769333,90.66286232,6.55830386,20,muskmelon,55.23559297,SSP
104.2534737,39.38990981,28.46422336,23.65274016,67.44323023,7.537173462,178.0304304,coffee,69.2147408,Rock Phosphate
57.89851165,47.00770637,40.6055423,25.68000699,92.43924491,6.531671942,262.7851841,rice,71.09027362,DAP
31.03163036,13.43539744,0,15.16652111,84.87350175,7.445567734,109.9521305,orange,29.52875209,Urea
89.92879982,52.37574965,14.96871817,18.00259143,59.06545843,6.026722911,120.6908515,maize,48.39851278,MOP
60.07051457,49.8751781,43.48162037,22.12486087,83.23066016,6.723845039,143.2844213,jute,55.50469967,MOP
83.89659737,27.82006582,41.47954507,24.50127617,100,6.618863187,35.31382838,muskmelon,47.50478596,SSP
50.22492158,65.63862266,22.07026518,33.13407993,72.32702961,6.261042367,106.5364479,blackgram,49.16640959,MOP
112.225727,13.13604307,53.34732048,25.5606437,100,6.322678362,89.92986974,watermelon,58.61229826,SSP
123.1848731,86.15633987,58.29252768,28.53732652,82.46505032,6.227592124,108.8748634,banana,69.07531959,Lime
36.82709397,0.272236228,35.4639931,28.79048524,93.92962514,5.632140179,219.4194521,coconut,64.11149594,Urea
39.76213865,18.35948574,6.194913757,27.24791368,86.67323829,6.062052054,124.6781712,orange,44.96016306,Urea
59.81454107,82.89811998,28.17040271,24.67490321,62.42649354,7.359987282,59.56617248,blackgram,46.46034735,MOP
15.00555773,27.7917926,41.71362223,15.84895559,90.73580265,6.845844148,134.9207435,pomegranate,47.51439387,Urea
42.36954181,63.99537815,55.42891502,23.18064168,93.86422216,6.755347493,247.7033512,papaya,73.07190365,Urea
99.14920885,30.80549659,31.55381502,23.16465995,62.8074035,6.573370188,150.0950381,coffee,56.48822414,SSP
24.67067224,50.78293481,14.26944742,21.98825196,63.68386645,5.316808338,163.3842499,pigeonpeas,53.62060774,Urea
103.0713755,35.23378207,50.65588049,27.97212951,97.72459876,7.131944328,39.74347596,muskmelon,48.24596534,SSP
30.60385242,23.55775497,25.62874682,17.35799768,84.26729662,5.704293741,147.4768039,pomegranate,42.23144366,Urea
124.9355138,44.88552164,20.59358211,28.20165481,76.98007555,7.778738482,82.4196557,cotton,62.37547281,MOP
33.07837616,64.93610196,10.82032713,32.36183611,64.56084823,6.793485451,67.31221974,blackgram,38.09234853,Urea
30.46825852,47.64816905,13.68919472,32.79774299,85.54619487,6.249156142,61.78608823,mungbean,27.71824574,Urea
85.48611576,57.11853197,17.66478227,15.37050936,58.62737863,6.581084479,108.5297918,maize,49.92944668,MOP
26.84337714,120.4059395,140,20.06740452,94.13751127,6.072552311,122.3327538,apple,80.0030726,Urea
118.6718124,46.81351355,11.66787293,22.38904183,85.7996031,5.76378185,73.88847944,cotton,56.30691549,MOP
43.91489894,41.29194092,41.11845707,19.72156929,79.5564952,6.925573232,116.1783201,pomegranate,42.32340736,Urea
35.0559882,126.1120483,140,21.90367861,73.40289896,5.897433284,52.63606014,grapes,83.26976451,Urea
91.83934052,83.02664811,55.3812186,26.09427165,84.51033675,6.668235406,127.7228885,banana,63.64540343,MOP
91.36566235,9.749065687,57.04213438,28.03417966,92.47302965,6.216735122,20,muskmelon,37.53967597,SSP
60.45238404,60.8111057,48.4860018,21.6781406,85.17333044,6.229076905,231.6682341,rice,76.97036908,Lime
29.06901357,77.67847888,85.50837536,17.24504781,21.16627502,6.103523712,97.95091993,chickpea,47.46706548,Urea
94.61677803,43.92578496,28.1883504,19.49483432,64.32305881,6.624201991,70.83457022,maize,50.19835451,MOP
52.4372579,60.07052131,53.1085494,26.97939392,89.02362016,6.172003572,156.4636111,papaya,62.36318064,Urea
56.23484373,28.22994312,37.23779547,27.6864171,89.37821523,5.821943342,174.8203955,jute,56.73943292,MOP
90.71452758,39.70837926,35.83370546,24.52140548,84.79290301,6.131606983,189.56217,rice,65.86820982,DAP
24.74654667,19.5573792,37.54444231,25.25013412,93.67155597,7.282729423,133.5228524,pomegranate,46.60621564,Urea
27.01225328,64.92142411,21.09792334,33.15081079,35.71128635,5.01678264,112.3601577,pigeonpeas,38.75919497,Urea
3.919761021,70.18474843,38.96777602,22.85617079,24.83766535,5.41893851,65.52909302,kidneybeans,30.47864844,Urea
104.8580598,45.021045,32.52787627,25.13972336,58.55288546,6.997414697,78.72727042,coffee,57.99754715,Rock Phosphate
122.957188,28.70999789,21.39257323,25.90123362,78.59568625,6.916207338,96.90975596,cotton,57.62876529,MOP
40.56053499,61.6895103,12.50487916,28.43553185,58.16668321,8.175342398,83.44346942,mothbeans,44.94713605,Urea
27.44903751,59.85376406,26.12207075,25.37890419,71.81519033,7.222608406,65.87117448,blackgram,32.82059875,Urea
55.42485229,74.54840483,12.21266864,32.61279738,69.62345825,7.033378072,84.94743201,blackgram,50.92593739,MOP
40.01103875,51.75206133,49.82322967,32.91623594,90.89836182,6.634084653,72.24340578,papaya,43.94955102,Urea
34.79309761,130.0981685,140,23.89587511,100,5.693953698,104.8353996,apple,87.79040871,Urea
37.26078738,64.00986339,40.2740182,44.18350342,84.91633422,7.396421796,210.6317893,papaya,73.35186808,Urea
81.8098352,71.58344508,47.67636417,28.34855722,80.69083907,5.45641772,136.6607457,banana,50.32043162,Lime
27.46859154,54.05964326,39.554843,44.61714724,89.56905167,6.08124985,131.5463411,papaya,55.77612694,Urea
82.70108949,82.43443972,47.94557623,28.74144794,73.28009748,5.512529076,147.6515173,banana,65.60358824,Lime
45.52845419,62.98685259,46.19226527,38.36598286,86.46781237,6.823469539,100.2908806,papaya,54.85987366,Urea
46.77475281,47.19344343,39.61662044,24.83036036,100,6.50451137,234.8289329,papaya,61.16188517,Urea
54.11719006,45.67252016,48.85810459,29.96049822,97.28351835,7.013957533,87.17184438,papaya,53.31326382,Urea
47.37884978,58.48162259,25.44286156,31.34032888,70.34219555,6.46352606,86.73895953,blackgram,45.15013086,Urea
93.85225949,10.4305321,48.35597877,28.93283254,88.42717988,7.134868038,55.51944631,watermelon,48.86932066,SSP
73.13926038,20.50849042,53.65213328,27.7895266,93.40112608,6.520942576,20,muskmelon,47.90339327,SSP
66.13686475,49.11733258,47.44594154,26.64992809,89.22092915,5.898834462,193.0698607,jute,66.86751684,MOP
22.98331935,123.8238347,140,31.18078313,89.73821082,5.734393025,84.60075817,grapes,67.69724397,Urea
18.02943808,65.86201308,16.11405161,29.32646626,72.81012419,7.428700007,54.35882916,blackgram,36.30624605,Urea
99.00421546,0.812064652,47.24165001,25.39680813,87.00504832,6.945825522,20,muskmelon,40.41138645,SSP
104.5374882,66.83141281,17.63904823,26.30555735,83.36582941,6.647649026,72.58323583,cotton,52.26715988,MOP
35.88023067,120.4965056,140,16.87568929,77.78243242,6.214868573,69.45447438,grapes,86.25357015,Urea
129.5394395,80.51376146,49.37154506,26.13315281,90.78755333,5.51875347,103.5564479,banana,76.23960412,Lime
35.63294253,17.34923401,42.67980702,22.18947167,86.86389381,6.973068556,91.7242683,pomegranate,46.45505461,Urea
22.55549285,16.62285482,6.610183516,23.30324382,86.30159012,6.330820203,123.5941043,orange,31.24156889,Urea
19.31790643,59.22892282,23.72174571,31.73581114,69.33685372,7.13432973,61.06875253,blackgram,37.39369561,Urea
7.718923165,6.124500167,24.96015918,30.33702192,100,5.452785128,184.1542074,coconut,50.6061438,Urea
86.65253681,62.37907397,46.67840779,24.93417995,90.93867332,4.560373334,279.2253868,rice,79.76705695,Lime
71.76120403,68.06089517,48.17092712,30.64797865,85.78525905,6.78513151,176.659955,papaya,74.52326594,MOP
5.22438741,35.69871526,24.02525729,32.21473897,47.95424725,6.526640075,64.73700911,mango,36.39716136,Urea
22.63561454,48.55245274,20.29500622,32.6465466,66.65186838,6.917796047,20,blackgram,32.02534094,Urea
92.01220166,45.6294198,29.00362962,20.67819488,76.0848851,5.54540051,187.5673958,jute,70.26563159,MOP
7.357267723,51.14976994,13.31181297,28.92152233,76.12442327,6.509306993,34.48536144,mungbean,29.81973918,Urea
17.25670046,36.40737967,18.47755724,23.91933092,60.42667216,7.167558344,28.02126569,mothbeans,31.81126178,Urea
24.39077983,56.79888077,17.93681918,24.75095915,61.72236965,6.673085993,102.778067,blackgram,34.82699279,Urea
30.93533954,63.19078704,22.49136174,30.69372734,46.55786421,6.008385749,101.7918746,pigeonpeas,44.92253846,Urea
22.98708051,38.12379512,22.36212398,25.10784129,59.53199236,7.033725204,66.59522101,mothbeans,34.9948675,Urea
37.10032916,18.56913364,34.02625842,27.10117151,100,5.764059573,202.4904141,coconut,60.53851419,Urea
35.06944343,75.30628628,80.07397288,19.46169934,20,7.642606443,68.2789401,chickpea,51.49871789,Urea
27.05715922,73.02706513,28.34443989,14.93425244,30.56456064,6.148238045,131.8514341,kidneybeans,46.71226849,Urea
19.76310511,136.0669016,140,10,72.16882187,6.314932714,71.24207575,grapes,75.52093085,Urea
77.10827445,21.01093604,35.84313272,26.04667275,91.05635558,6.83629742,88.37483427,watermelon,46.6790606,SSP
30.56951065,15.15230866,29.53431305,28.75024941,52.80727651,5.315284676,100.0195448,mango,34.73174667,Urea
0,138.4840385,140,31.30392157,80.65925217,5.765139996,70.96842387,grapes,69.38235972,Urea
56.49444739,64.45356999,22.62431572,34.99011541,67.71303022,7.531215895,123.3039049,blackgram,55.80860919,MOP
76.635029,42.38239066,17.26495775,18.46401016,74.67596162,5.892722335,92.59980026,maize,39.71686641,MOP
96.04150987,42.57250452,11.94241717,22.76900254,72.73691209,7.821489442,74.53406069,cotton,43.77204463,MOP
82.09759539,57.53910887,25.57844093,18.43638084,62.36503393,6.053349667,69.08778721,maize,54.349145,MOP
82.20512233,35.3020244,21.87897787,20.54815566,59.52771934,5.234269606,87.51659676,maize,44.85600209,MOP
30.22716052,39.3832324,23.02571974,28.82963947,51.75394502,5.216985871,47.13901336,mothbeans,31.8732522,Urea
40.70776538,131.1389701,140,10.65655026,84.63318973,5.993482303,63.9172333,grapes,78.171278,Urea
5.160457831,140,140,23.61583236,91.13692051,5.497534799,101.2158493,apple,81.12493356,Urea
51.45424074,65.61372186,15.45553777,32.17460208,73.36631398,7.123032766,49.13388959,blackgram,45.74397041,MOP
25.32046177,81.28152909,23.96517858,21.75204493,26.64299034,5.77848331,63.21682956,kidneybeans,26.63638203,Urea
0,50.49378915,18.89615995,28.09376569,91.59993637,7.426113781,22.05409776,mungbean,29.29563771,Urea
30.88519715,40.42869229,16.10970963,28.60690155,47.97182892,7.551700034,87.11968713,mothbeans,32.91879355,Urea
47.96708023,19.90136359,37.28823095,29.02893208,92.80237532,5.762018773,180.1062963,coconut,56.41802966,Urea
37.88757671,13.18094843,40.60764421,22.99459846,83.69516252,6.888083436,100.3866669,pomegranate,39.75586562,Urea
70.97651509,28.06547157,22.64333898,21.93290084,65.515348,5.986462984,80.95887654,maize,35.41360476,MOP
6.491011098,69.43192512,21.04174961,23.91830901,70.15597291,5.793086278,55.28752158,lentil,31.02125647,Urea
5.212247684,68.80397524,19.23967056,26.35128277,57.99846482,7.802344802,41.90055591,lentil,36.11808114,Urea
8.015406767,19.73638825,19.37546823,28.60238074,42.88357444,5.042329012,105.300891,mango,35.37172146,Urea
87.5244902,23.07356822,52.87272075,26.3209319,87.26852987,6.384857603,43.72474993,watermelon,47.74653439,SSP
9.984811125,53.88934815,18.76296522,19.07860182,64.57436593,6.517673491,68.23542565,lentil,30.85595108,Urea
27.47260578,60.54556109,27.43160811,24.90026131,68.03990521,6.833475188,57.54979525,blackgram,39.46884905,Urea
38.98926249,63.64737391,13.48849631,24.97158003,65.02291473,7.659529147,101.9603853,lentil,45.4010406,Urea
87.93474346,39.97706301,36.97449664,24.41748164,85.0501115,5.211741569,276.4790663,rice,80.47106484,Lime
81.82333182,94.98294827,44.77271858,30.39227571,87.43248831,6.448549715,94.74505096,banana,66.15581622,MOP
9.916093751,64.49915658,25.94377018,24.1074818,52.78145947,6.114662007,132.3118653,pigeonpeas,49.50260713,Urea
7.396323783,19.56201694,40.01000173,20.1793026,88.32140742,6.992013075,89.28867186,pomegranate,39.33939075,Urea
48.7302849,57.37894717,70.68530066,15.62443164,20,6.368996912,80.06238909,chickpea,52.63123937,Urea
113.042834,8.870959407,44.15556895,28.68630895,85.27084877,6.528778649,29.66118638,watermelon,60.98199447,SSP
50.9036293,72.31586219,81.92429316,22.04777367,20,7.290109441,64.4949377,chickpea,41.12847966,Rhizobium
58.5774096,69.09286663,88.02425267,19.20527311,20,7.76011312,116.9495166,chickpea,53.68555951,Gypsum
85.84811495,25.79951712,41.67150979,32.48129748,100,5.902377065,20,muskmelon,46.80131432,SSP
112.0332661,86.3495627,40.94499406,23.21583109,79.61678637,5.668116378,55.81463803,banana,73.15681452,Lime
8.206568242,63.31806997,15.73534441,20.80314061,68.25980456,5.700750331,60.05518967,pigeonpeas,35.35375572,Urea
